resource_const,action_class,action_const,superclass,auth,auth_effective,classification,http_method,blocking,route,file,line_start,line_end
VpsAdmin::API::Resources::VPS,Start,VpsAdmin::API::Resources::VPS::Start,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/start,api/lib/vpsadmin/api/resources/vps.rb,517,541
VpsAdmin::API::Resources::VPS,Stop,VpsAdmin::API::Resources::VPS::Stop,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/stop,api/lib/vpsadmin/api/resources/vps.rb,573,601
VpsAdmin::API::Resources::VPS,SwapWith,VpsAdmin::API::Resources::VPS::SwapWith,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/swap_with,api/lib/vpsadmin/api/resources/vps.rb,949,995
VpsAdmin::API::Resources::VPS,Update,VpsAdmin::API::Resources::VPS::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/vps.rb,389,474
VpsAdmin::API::Resources::VPS::ConsoleToken,Create,VpsAdmin::API::Resources::VPS::ConsoleToken::Create,HaveAPI::Actions::Default::Create,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1576,1597
VpsAdmin::API::Resources::VPS::ConsoleToken,Delete,VpsAdmin::API::Resources::VPS::ConsoleToken::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1618,1631
VpsAdmin::API::Resources::VPS::ConsoleToken,Show,VpsAdmin::API::Resources::VPS::ConsoleToken::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1599,1616
VpsAdmin::API::Resources::VPS::Feature,Index,VpsAdmin::API::Resources::VPS::Feature::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1094,1118
VpsAdmin::API::Resources::VPS::Feature,Show,VpsAdmin::API::Resources::VPS::Feature::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1120,1143
VpsAdmin::API::Resources::VPS::Feature,Update,VpsAdmin::API::Resources::VPS::Feature::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/vps.rb,1145,1179
VpsAdmin::API::Resources::VPS::Feature,UpdateAll,VpsAdmin::API::Resources::VPS::Feature::UpdateAll,HaveAPI::Action,,True,owner_or_admin,post,True,update_all,api/lib/vpsadmin/api/resources/vps.rb,1181,1212
VpsAdmin::API::Resources::VPS::MaintenanceWindow,Index,VpsAdmin::API::Resources::VPS::MaintenanceWindow::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1417,1442
VpsAdmin::API::Resources::VPS::MaintenanceWindow,Show,VpsAdmin::API::Resources::VPS::MaintenanceWindow::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1444,1466
VpsAdmin::API::Resources::VPS::MaintenanceWindow,Update,VpsAdmin::API::Resources::VPS::MaintenanceWindow::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1468,1508
VpsAdmin::API::Resources::VPS::MaintenanceWindow,UpdateAll,VpsAdmin::API::Resources::VPS::MaintenanceWindow::UpdateAll,HaveAPI::Action,,True,owner_or_admin,put,,,api/lib/vpsadmin/api/resources/vps.rb,1510,1560
VpsAdmin::API::Resources::VPS::Mount,Create,VpsAdmin::API::Resources::VPS::Mount::Create,HaveAPI::Actions::Default::Create,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/vps.rb,1291,1340
VpsAdmin::API::Resources::VPS::Mount,Delete,VpsAdmin::API::Resources::VPS::Mount::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/vps.rb,1375,1398
VpsAdmin::API::Resources::VPS::Mount,Index,VpsAdmin::API::Resources::VPS::Mount::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1239,1263
VpsAdmin::API::Resources::VPS::Mount,Show,VpsAdmin::API::Resources::VPS::Mount::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1265,1289
VpsAdmin::API::Resources::VPS::Mount,Update,VpsAdmin::API::Resources::VPS::Mount::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,True,,api/lib/vpsadmin/api/resources/vps.rb,1342,1373
VpsAdmin::API::Resources::VPS::SshHostKey,Index,VpsAdmin::API::Resources::VPS::SshHostKey::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1648,1677
VpsAdmin::API::Resources::VPS::SshHostKey,Show,VpsAdmin::API::Resources::VPS::SshHostKey::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1679,1694
VpsAdmin::API::Resources::VPS::Status,Index,VpsAdmin::API::Resources::VPS::Status::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1727,1764
VpsAdmin::API::Resources::VPS::Status,Show,VpsAdmin::API::Resources::VPS::Status::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps.rb,1766,1781
VpsAdmin::API::Resources::VpsOutage,Index,VpsAdmin::API::Resources::VpsOutage::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,plugins/outage_reports/api/resources/vps_outage.rb,17,52
VpsAdmin::API::Resources::VpsOutage,Show,VpsAdmin::API::Resources::VpsOutage::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,plugins/outage_reports/api/resources/vps_outage.rb,54,76
VpsAdmin::API::Resources::VpsUserData,Create,VpsAdmin::API::Resources::VpsUserData::Create,HaveAPI::Actions::Default::Create,,True,authenticated,,,,api/lib/vpsadmin/api/resources/vps_user_data.rb,79,108
VpsAdmin::API::Resources::VpsUserData,Delete,VpsAdmin::API::Resources::VpsUserData::Delete,HaveAPI::Actions::Default::Delete,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps_user_data.rb,168,183
VpsAdmin::API::Resources::VpsUserData,Deploy,VpsAdmin::API::Resources::VpsUserData::Deploy,HaveAPI::Action,,True,owner_or_admin,post,True,{%{resource}_id}/deploy,api/lib/vpsadmin/api/resources/vps_user_data.rb,139,166
VpsAdmin::API::Resources::VpsUserData,Index,VpsAdmin::API::Resources::VpsUserData::Index,HaveAPI::Actions::Default::Index,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps_user_data.rb,20,55
VpsAdmin::API::Resources::VpsUserData,Show,VpsAdmin::API::Resources::VpsUserData::Show,HaveAPI::Actions::Default::Show,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps_user_data.rb,57,77
VpsAdmin::API::Resources::VpsUserData,Update,VpsAdmin::API::Resources::VpsUserData::Update,HaveAPI::Actions::Default::Update,,True,owner_or_admin,,,,api/lib/vpsadmin/api/resources/vps_user_data.rb,110,137
VpsAdmin::API::Resources::Webauthn::Authentication,Begin,VpsAdmin::API::Resources::Webauthn::Authentication::Begin,HaveAPI::Action,False,False,public,post,,,api/lib/vpsadmin/api/resources/webauthn.rb,115,149
VpsAdmin::API::Resources::Webauthn::Authentication,Finish,VpsAdmin::API::Resources::Webauthn::Authentication::Finish,HaveAPI::Action,False,False,public,post,,,api/lib/vpsadmin/api/resources/webauthn.rb,151,211
VpsAdmin::API::Resources::Webauthn::Registration,Begin,VpsAdmin::API::Resources::Webauthn::Registration::Begin,HaveAPI::Action,,True,authenticated,post,,,api/lib/vpsadmin/api/resources/webauthn.rb,40,66
VpsAdmin::API::Resources::Webauthn::Registration,Finish,VpsAdmin::API::Resources::Webauthn::Registration::Finish,HaveAPI::Action,,True,authenticated,post,,,api/lib/vpsadmin/api/resources/webauthn.rb,68,109
